Date,Merc,Ven,Mar,Jup,Sat,Ura,Nep,Plu
19/08/2022,,,,TRUE,TRUE,,TRUE,TRUE
20/08/2022,,,,TRUE,TRUE,,TRUE,TRUE
21/08/2022,,,,TRUE,TRUE,,TRUE,TRUE
22/08/2022,,,,TRUE,TRUE,,TRUE,TRUE
23/08/2022,,,,TRUE,TRUE,,TRUE,TRUE
24/08/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
25/08/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
26/08/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
27/08/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
28/08/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
29/08/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
30/08/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
31/08/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
01/09/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
02/09/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
03/09/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
04/09/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
05/09/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
06/09/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
07/09/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
08/09/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
09/09/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
10/09/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
11/09/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
12/09/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
13/09/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
14/09/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
15/09/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
16/09/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
17/09/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
18/09/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
19/09/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
20/09/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
21/09/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
22/09/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
23/09/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
24/09/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
25/09/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
26/09/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
27/09/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
28/09/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
29/09/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
30/09/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
01/10/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
02/10/2022,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE
03/10/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
04/10/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
05/10/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
06/10/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
07/10/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
08/10/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
09/10/2022,,,,TRUE,TRUE,TRUE,TRUE,TRUE
10/10/2022,,,,TRUE,TRUE,TRUE,TRUE,
11/10/2022,,,,TRUE,TRUE,TRUE,TRUE,
12/10/2022,,,,TRUE,TRUE,TRUE,TRUE,
13/10/2022,,,,TRUE,TRUE,TRUE,TRUE,
14/10/2022,,,,TRUE,TRUE,TRUE,TRUE,
15/10/2022,,,,TRUE,TRUE,TRUE,TRUE,
16/10/2022,,,,TRUE,TRUE,TRUE,TRUE,
17/10/2022,RETURN,,,TRUE,TRUE,TRUE,TRUE,
18/10/2022,,,,TRUE,TRUE,TRUE,TRUE,
19/10/2022,,,,TRUE,TRUE,TRUE,TRUE,
20/10/2022,,,,TRUE,TRUE,TRUE,TRUE,
21/10/2022,,,,TRUE,TRUE,TRUE,TRUE,
22/10/2022,,,,TRUE,TRUE,TRUE,TRUE,
23/10/2022,,,,TRUE,TRUE,TRUE,TRUE,
24/10/2022,,,,TRUE,,TRUE,TRUE,
25/10/2022,,,,TRUE,,TRUE,TRUE,
26/10/2022,,,,TRUE,,TRUE,TRUE,
27/10/2022,,,,TRUE,,TRUE,TRUE,
28/10/2022,,,,TRUE,,TRUE,TRUE,
29/10/2022,,,,TRUE,,TRUE,TRUE,
30/10/2022,,,,TRUE,,TRUE,TRUE,
31/10/2022,,,TRUE,TRUE,,TRUE,TRUE,
01/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
02/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
03/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
04/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
05/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
06/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
07/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
08/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
09/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
10/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
11/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
12/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
13/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
14/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
15/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
16/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
17/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
18/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
19/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
20/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
21/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
22/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
23/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
24/11/2022,,,TRUE,TRUE,,TRUE,TRUE,
25/11/2022,,,TRUE,,,TRUE,TRUE,
26/11/2022,,,TRUE,,,TRUE,TRUE,
27/11/2022,,,TRUE,,,TRUE,TRUE,
28/11/2022,,,TRUE,,,TRUE,TRUE,
29/11/2022,,,TRUE,,,TRUE,TRUE,
30/11/2022,,,TRUE,,,TRUE,TRUE,
01/12/2022,,,TRUE,,,TRUE,TRUE,
02/12/2022,,,TRUE,,,TRUE,TRUE,
03/12/2022,,,TRUE,,,TRUE,TRUE,
04/12/2022,,,TRUE,,,TRUE,TRUE,
05/12/2022,,,TRUE,,,TRUE,,
06/12/2022,,,TRUE,,,TRUE,,
07/12/2022,,,TRUE,,,TRUE,,
08/12/2022,,,TRUE,,,TRUE,,
09/12/2022,,,TRUE,,,TRUE,,
10/12/2022,,,TRUE,,,TRUE,,
11/12/2022,,,TRUE,,,TRUE,,
12/12/2022,,,TRUE,,,TRUE,,
13/12/2022,,,TRUE,,,TRUE,,
14/12/2022,,,TRUE,,,TRUE,,
15/12/2022,,,TRUE,,,TRUE,,
16/12/2022,,,TRUE,,,TRUE,,
17/12/2022,,,TRUE,,,TRUE,,
18/12/2022,,,TRUE,,,TRUE,,
19/12/2022,,,TRUE,,,TRUE,,
20/12/2022,,,TRUE,,,TRUE,,
21/12/2022,,,TRUE,,,TRUE,,
22/12/2022,,,TRUE,,,TRUE,,
23/12/2022,,,TRUE,,,TRUE,,
24/12/2022,,,TRUE,,,TRUE,,
25/12/2022,,,TRUE,,,TRUE,,
26/12/2022,,,TRUE,,,TRUE,,
27/12/2022,,,TRUE,,,TRUE,,
28/12/2022,,,TRUE,,,TRUE,,
29/12/2022,TRUE,,TRUE,,,TRUE,,
30/12/2022,TRUE,,TRUE,,,TRUE,,
31/12/2022,TRUE,,TRUE,,,TRUE,,
