Date,Hit
2022-09-14,9
2022-09-15,2
2022-09-16,1
2022-09-17,5
2022-09-18,3
2022-09-19,5
2022-09-20,6
2022-09-21,8
2022-09-22,6
2022-09-23,8
2022-09-24,7
2022-09-25,4
2022-09-26,7
2022-09-27,3
2022-09-28,5
2022-09-29,2
2022-09-30,5
2022-10-01,9
2022-10-02,7
2022-10-03,4
2022-10-04,5
2022-10-05,5
2022-10-06,7
2022-10-07,3
2022-10-08,3
2022-10-09,6
2022-10-10,5
2022-10-11,3
2022-10-12,6
2022-10-13,3
