Date,Hit
2022-09-14,6.0
2022-09-15,6.0
2022-09-16,6.0
2022-09-17,6.0
2022-09-18,6.0
2022-09-19,6.0
2022-09-20,6.0
2022-09-21,6.0
2022-09-22,6.0
2022-09-23,6.0
2022-09-24,6.0
2022-09-25,6.0
2022-09-26,6.0
2022-09-27,6.0
2022-09-28,6.0
2022-09-29,6.0
2022-09-30,6.0
2022-10-01,4.0
2022-10-02,0.0
2022-10-03,0.0
2022-10-04,0.0
2022-10-05,2.0
2022-10-06,2.0
2022-10-07,3.0
2022-10-08,4.0
2022-10-09,6.0
2022-10-10,4.0
2022-10-11,4.0
2022-10-12,2.0
2022-10-13,4.0
