Date,Hit
2022-09-14,2
2022-09-15,5
2022-09-16,2
2022-09-17,3
2022-09-18,2
2022-09-19,5
2022-09-20,2
2022-09-21,1
2022-09-22,13
2022-09-23,1
2022-09-24,5
2022-09-25,3
2022-09-27,3
2022-09-28,1
2022-09-29,36
2022-09-30,4
2022-10-01,2
2022-10-02,2
2022-10-03,1
2022-10-04,2
2022-10-05,1
2022-10-06,1
2022-10-07,1
2022-10-08,4
2022-10-09,4
2022-10-10,2
2022-10-11,1
2022-10-12,2
2022-10-13,3
2022-10-14,12
