Date,Hit
2022-09-12,2
2022-09-13,6
2022-09-14,2
2022-09-15,5
2022-09-16,1
2022-09-17,4
2022-09-18,2
2022-09-19,4
2022-09-20,2
2022-09-22,6
2022-09-23,3
2022-09-24,2
2022-09-25,4
2022-09-26,2
2022-09-27,1
