Date,Hit
2022-12-09,1
2022-12-12,2
2022-12-13,1
2022-12-14,3
2022-12-15,1
2022-12-16,3
2022-12-17,3
2022-12-22,1
2022-12-25,1
2022-12-27,2
2022-12-29,1
2023-01-03,4
2023-01-05,1
2023-01-06,3
2023-01-08,1
